Current,,
,,
證券代碼,年月日,報酬率％
2412 中華電,2001/03/22,-1.6129
2413 環科,2001/03/22,3.8251
2414 精技,2001/03/22,1.182
2415 錩新,2001/03/22,6.9444
2417 圓剛,2001/03/22,6.9697
2419 仲琦,2001/03/22,5.1685
2420 新巨,2001/03/22,6.6406
2421 建準,2001/03/22,6.9971
2423 固緯,2001/03/22,5.7252
2424 隴華,2001/03/22,6.6265
2425 承啟,2001/03/22,5.5777
2426 鼎元,2001/03/22,6.8259
2427 三商電,2001/03/22,4.6729
2428 興勤,2001/03/22,6.7797
2429 銘旺科,2001/03/22,6.7901
2430 燦坤,2001/03/22,0
2431 聯昌,2001/03/22,4.6392
2433 互盛電,2001/03/22,5.2239
2434 統懋,2001/03/22,6.8376
2436 偉詮電,2001/03/22,3.7879
2438 翔耀,2001/03/22,2.1459
2439 美律,2001/03/22,2.6667
2440 太空梭,2001/03/22,3.6199
2441 超豐,2001/03/22,6.8273
2442 新美齊,2001/03/22,4.4898
2443 億麗,2001/03/22,6.7961
2444 兆勁,2001/03/22,3.7838
2457 飛宏,2001/03/22,1.7094
2458 義隆,2001/03/22,0
2459 敦吉,2001/03/22,6.7901
2460 建通,2001/03/22,4.1509
2461 光群雷,2001/03/22,4.662
2462 良得電,2001/03/22,0.6757
2464 盟立,2001/03/22,4.0268
2465 麗臺,2001/03/22,4.9784
2466 冠西電,2001/03/22,1.8717
2467 志聖,2001/03/22,3.9788
2468 華經,2001/03/22,3.6474
2471 資通,2001/03/22,2.8278
2472 立隆電,2001/03/22,1.6854
2474 可成,2001/03/22,0
2476 鉅祥,2001/03/22,2.2059
2477 美隆電,2001/03/22,5.5249
2478 大毅,2001/03/22,3.3784
2480 敦陽科,2001/03/22,3.3473
2481 強茂,2001/03/22,4.6358
2482 連宇,2001/03/22,0
2483 百容,2001/03/22,2.6316
2484 希華,2001/03/22,5.1724
2485 兆赫,2001/03/22,3.8961
2486 一詮,2001/03/22,6.8493
2488 漢平,2001/03/22,2.6549
2489 瑞軒,2001/03/22,4.89
2491 吉祥全,2001/03/22,1.3333
2492 華新科,2001/03/22,0
2501 國建,2001/03/22,1.1834
2504 國產,2001/03/22,0.813
2505 國揚,2001/03/22,6.7265
2506 太設,2001/03/22,2.9126
2509 全坤建,2001/03/22,6.6116
2511 太子,2001/03/22,0.7752
2514 龍邦,2001/03/22,0.9804
2515 中工,2001/03/22,0.7026
2516 新建,2001/03/22,-0.9901
2520 冠德,2001/03/22,0.8547
2524 京城,2001/03/22,0
2527 宏璟,2001/03/22,0
2528 皇普,2001/03/22,5.1136
2530 華建,2001/03/22,1.7327
2534 宏盛,2001/03/22,4.2735
2535 達欣工,2001/03/22,0
2536 宏普,2001/03/22,-0.9804
2537 聯上發,2001/03/22,4.2735
2538 基泰,2001/03/22,0.6623
2539 櫻花建,2001/03/22,3.4211
2540 愛山林,2001/03/22,5.3061
2542 興富發,2001/03/22,0.2667
2543 皇昌,2001/03/22,-0.8696
2545 皇翔,2001/03/22,4.3011
2546 根基,2001/03/22,6.6176
2547 日勝生,2001/03/22,6.8182
2548 華固,2001/03/22,-1.487
2601 益航,2001/03/22,0.9464
2603 長榮,2001/03/22,0.5051
2605 新興,2001/03/22,1.3158
2606 裕民,2001/03/22,0.5495
2607 榮運,2001/03/22,1.9231
2608 嘉里大榮,2001/03/22,2.0202
2609 陽明,2001/03/22,2.6786
2610 華航,2001/03/22,0
2611 志信,2001/03/22,0.6536
2612 中航,2001/03/22,-0.5291
2613 中櫃,2001/03/22,-1.4925
2614 東森,2001/03/22,0.9524
2615 萬海,2001/03/22,-1.1299
2616 山隆,2001/03/22,-1.087
2617 台航,2001/03/22,1.2903
2618 長榮航,2001/03/22,1.1811
2701 萬企,2001/03/22,1.4981
2702 華園,2001/03/22,2.7273
2704 國賓,2001/03/22,0.5587
2705 六福,2001/03/22,2.907
2706 第一店,2001/03/22,0
2707 晶華,2001/03/22,0.5525
2801 彰銀,2001/03/22,-0.995
2809 京城銀,2001/03/22,-1.9231
2812 台中銀,2001/03/22,-0.9029
2816 旺旺保,2001/03/22,0
2820 華票,2001/03/22,0
2823 中壽,2001/03/22,0.5435
2832 台產,2001/03/22,0
2834 臺企銀,2001/03/22,0.4505
2836 高雄銀,2001/03/22,1.7483
2838 聯邦銀,2001/03/22,0.7143
2841 台開,2001/03/22,0.8065
2845 遠東銀,2001/03/22,1.626
2849 安泰銀,2001/03/22,-0.8333
2850 新產,2001/03/22,1.4925
2851 中再保,2001/03/22,1.0989
2852 第一保,2001/03/22,0.5
2855 統一證,2001/03/22,3.4682
2901 欣欣,2001/03/22,2
2903 遠百,2001/03/22,1.3699
2904 匯僑,2001/03/22,-3.5176
2905 三商,2001/03/22,4.186
2906 高林,2001/03/22,0.7463
2908 特力,2001/03/22,6.3291
2910 統領,2001/03/22,0
2911 麗嬰房,2001/03/22,6.7227
2912 統一超,2001/03/22,-2.0725
2913 農林,2001/03/22,6.8702
2915 潤泰全,2001/03/22,1.2422
3002 歐格,2001/03/22,6.7093
3010 華立,2001/03/22,1.6484
3011 今皓,2001/03/22,-1.227
3018 同開,2001/03/22,2.0833
3019 亞光,2001/03/22,1.3746
3021 鴻名,2001/03/22,3.3175
3024 憶聲,2001/03/22,4.2105
3025 星通,2001/03/22,-6.6667
3026 禾伸堂,2001/03/22,4.0892
3027 盛達,2001/03/22,3.125
3028 增你強,2001/03/22,3.8217
3029 零壹,2001/03/22,3.5398
3030 德律,2001/03/22,6.8817
3031 佰鴻,2001/03/22,6.9565
3033 威健,2001/03/22,4.4586
3035 智原,2001/03/22,2.7237
3036 文曄,2001/03/22,6.4516
3037 欣興,2001/03/22,6.7757
3040 遠見,2001/03/22,0.6757
3041 揚智,2001/03/22,6.7227
3042 晶技,2001/03/22,6.6116
3044 健鼎,2001/03/22,6.0386
3045 台灣大,2001/03/22,-0.6289
3046 建碁,2001/03/22,1.25
3047 訊舟,2001/03/22,6.7797
3052 夆典,2001/03/22,-0.8264
4306 炎洲,2001/03/22,0
4414 如興,2001/03/22,6.9597
4526 東台,2001/03/22,1.0309
4720 德淵,2001/03/22,1.8182
5007 三星,2001/03/22,-0.5988
5203 訊連,2001/03/22,2.4691
5388 中磊,2001/03/22,2.6923
5434 崇越,2001/03/22,3.4653
5469 瀚宇博,2001/03/22,0.6329
5471 松翰,2001/03/22,5.8201
5484 慧友,2001/03/22,6.8027
5515 建國,2001/03/22,3.2787
5519 隆大,2001/03/22,1.3158
5521 工信,2001/03/22,1.5528
5522 遠雄,2001/03/22,-0.8152
5525 順天,2001/03/22,2.2727
5607 遠雄港,2001/03/22,0.3257
6005 群益證,2001/03/22,3.8462
6141 柏承,2001/03/22,0
6183 關貿,2001/03/22,6.6667
6191 精成科,2001/03/22,-3.5533
8926 台汽電,2001/03/22,2.6316
9902 台火,2001/03/22,3.4483
9904 寶成,2001/03/22,0.3058
9905 大華,2001/03/22,2.9851
9906 欣巴巴,2001/03/22,5.7803
9907 統一實,2001/03/22,6.6667
9908 大台北,2001/03/22,0.6667
9910 豐泰,2001/03/22,2.4096
9911 櫻花,2001/03/22,6.6202
9912 偉聯,2001/03/22,1.6129
9914 美利達,2001/03/22,0
9917 中保科,2001/03/22,-0.2618
9918 欣天然,2001/03/22,1.4599
9919 康那香,2001/03/22,-1.3514
9921 巨大,2001/03/22,1.8349
9924 福興,2001/03/22,6.8085
9925 新保,2001/03/22,0.7547
9926 新海,2001/03/22,1.5152
9927 泰銘,2001/03/22,-1.0989
9928 中視,2001/03/22,1.6393
9929 秋雨,2001/03/22,0
9930 中聯資源,2001/03/22,0
9931 欣高,2001/03/22,-0.6173
9933 中鼎,2001/03/22,1.2987
9934 成霖,2001/03/22,1.0331
9935 慶豐富,2001/03/22,5.7143
9937 全國,2001/03/22,4.3269
9938 百和,2001/03/22,2.1327
9939 宏全,2001/03/22,-0.2874
9940 信義,2001/03/22,-2.2222
9941 裕融,2001/03/22,1.2579
9943 好樂迪,2001/03/22,0.7853
9944 新麗,2001/03/22,3.7736
9945 潤泰新,2001/03/22,0.9615
Y9999 加權指數,2001/03/21,-0.3417
1101 台泥,2001/03/21,0
1102 亞泥,2001/03/21,-1.6556
1103 嘉泥,2001/03/21,0
1104 環泥,2001/03/21,0
1108 幸福,2001/03/21,-0.6024
1109 信大,2001/03/21,0.4386
1110 東泥,2001/03/21,-1.7094
1201 味全,2001/03/21,6.2992
1203 味王,2001/03/21,0
1210 大成,2001/03/21,3.653
1213 大飲,2001/03/21,1.7241
1215 卜蜂,2001/03/21,-1.7241
1216 統一,2001/03/21,0
1217 愛之味,2001/03/21,0
1218 泰山,2001/03/21,-0.8696
1219 福壽,2001/03/21,-0.818
1220 台榮,2001/03/21,1.5873
1225 福懋油,2001/03/21,-0.5348
1227 佳格,2001/03/21,-1.3333
1229 聯華,2001/03/21,-0.5405
1231 聯華食,2001/03/21,2.5773
1232 大統益,2001/03/21,0
1233 天仁,2001/03/21,-1.4286
1234 黑松,2001/03/21,-0.6623
1235 興泰,2001/03/21,-0.9901
1236 宏亞,2001/03/21,0.9615
1301 台塑,2001/03/21,-0.6565
1303 南亞,2001/03/21,-0.7732
1304 台聚,2001/03/21,-3.4483
1305 華夏,2001/03/21,0
1307 三芳,2001/03/21,6.338
1308 亞聚,2001/03/21,-1.6556
1309 台達化,2001/03/21,0
1310 台苯,2001/03/21,-2.6087
1312 國喬,2001/03/21,-1.9455
1313 聯成,2001/03/21,-2.8571
1314 中石化,2001/03/21,-1.8018
1315 達新,2001/03/21,-1.4599
1316 上曜,2001/03/21,-1.2853
1319 東陽,2001/03/21,1.3889
1321 大洋,2001/03/21,0
1323 永裕,2001/03/21,-1.4493
1324 地球,2001/03/21,-0.7843
1325 恒大,2001/03/21,6.7797
1326 台化,2001/03/21,-0.6993
1402 遠東新,2001/03/21,1.31
1409 新纖,2001/03/21,-2.6239
1410 南染,2001/03/21,-3.2051
1413 宏洲,2001/03/21,-4.7138
1414 東和,2001/03/21,-2.2422
1416 廣豐,2001/03/21,0.8499
1417 嘉裕,2001/03/21,-0.9901
1418 東華,2001/03/21,-3.4965
1419 新紡,2001/03/21,-1.845
1423 利華,2001/03/21,-0.2198
1432 大魯閣,2001/03/21,-2.3529
1434 福懋,2001/03/21,-0.3425
1435 中福,2001/03/21,0
1436 華友聯,2001/03/21,0
1437 勤益控,2001/03/21,-3.125
1438 三地開發,2001/03/21,-2.2923
1439 中和,2001/03/21,-6.5728
1440 南紡,2001/03/21,-1.3304
1441 大東,2001/03/21,-6.8966
1442 名軒,2001/03/21,-1.7544
1443 立益,2001/03/21,0.4988
1444 力麗,2001/03/21,-1.5707
1445 大宇,2001/03/21,0
1446 宏和,2001/03/21,-1.1765
1447 力鵬,2001/03/21,-1.5113
1449 佳和,2001/03/21,0
1451 年興,2001/03/21,-0.6061
1452 宏益,2001/03/21,-0.6329
1453 大將,2001/03/21,-0.565
1454 台富,2001/03/21,-0.8264
1455 集盛,2001/03/21,-1.0707
1456 怡華,2001/03/21,-1.4493
1457 宜進,2001/03/21,0.2188
1459 聯發,2001/03/21,-2.1739
1460 宏遠,2001/03/21,2.6667
1463 強盛,2001/03/21,0
1464 得力,2001/03/21,-1.5106
1465 偉全,2001/03/21,0.9901
1466 聚隆,2001/03/21,-3.7594
1467 南緯,2001/03/21,0
1468 昶和,2001/03/21,-1.2821
1470 大統新創,2001/03/21,-1.875
1471 首利,2001/03/21,0.8929
1472 三洋紡,2001/03/21,0
1473 台南,2001/03/21,0.9174
1474 弘裕,2001/03/21,2.5478
1475 業旺,2001/03/21,0
1503 士電,2001/03/21,0.5
1504 東元,2001/03/21,2.439
1506 正道,2001/03/21,-1.0101
1507 永大,2001/03/21,2.9197
1512 瑞利,2001/03/21,-0.2375
1513 中興電,2001/03/21,-1.7316
1514 亞力,2001/03/21,0.8333
1515 力山,2001/03/21,4.4843
1516 川飛,2001/03/21,6.7308
1517 利奇,2001/03/21,6.25
1519 華城,2001/03/21,0.9091
1521 大億,2001/03/21,3.3708
1522 堤維西,2001/03/21,6.5327
1524 耿鼎,2001/03/21,0.7273
1525 江申,2001/03/21,0
1526 日馳,2001/03/21,0
1527 鑽全,2001/03/21,-0.9804
1528 恩德,2001/03/21,1.4354
1529 樂士,2001/03/21,-0.5102
1530 亞崴,2001/03/21,0
1531 高林股,2001/03/21,0.9804
1532 勤美,2001/03/21,6.8627
1535 中宇,2001/03/21,3.6585
1536 和大,2001/03/21,-1.0204
1538 正峰,2001/03/21,2.2472
1540 喬福,2001/03/21,1.4706
1603 華電,2001/03/21,0
1604 聲寶,2001/03/21,2.5316
1605 華新,2001/03/21,1.7007
1608 華榮,2001/03/21,-2.8369
1609 大亞,2001/03/21,-4.918
1611 中電,2001/03/21,4.1237
1612 宏泰,2001/03/21,-1.7391
1614 三洋電,2001/03/21,0.9091
1615 大山,2001/03/21,0.7194
1616 億泰,2001/03/21,0
1617 榮星,2001/03/21,3.0612
1618 合機,2001/03/21,-1.6529
1701 中化,2001/03/21,4.5643
1702 南僑,2001/03/21,5.4545
1707 葡萄王,2001/03/21,2.4691
1708 東鹼,2001/03/21,-2.139
1709 和益,2001/03/21,0.3788
1710 東聯,2001/03/21,-0.4587
1711 永光,2001/03/21,-0.7722
1712 興農,2001/03/21,-2.6
1713 國化,2001/03/21,-1.5873
1714 和桐,2001/03/21,6.8966
1717 長興,2001/03/21,-2.8226
1718 中纖,2001/03/21,-2.5078
1720 生達,2001/03/21,2.4306
1721 三晃,2001/03/21,1.7857
1722 台肥,2001/03/21,-1.8405
1723 中碳,2001/03/21,0.8646
1724 台硝,2001/03/21,4.6154
1725 元禎,2001/03/21,0
1726 永記,2001/03/21,-1.2987
1727 中華化,2001/03/21,-2.008
1730 花仙子,2001/03/21,3.3493
1731 美吾華,2001/03/21,-0.5882
1732 毛寶,2001/03/21,2.139
1733 五鼎,2001/03/21,-5.2885
1734 杏輝,2001/03/21,1.5
1735 日勝化,2001/03/21,-0.3484
1802 台玻,2001/03/21,-0.678
1805 寶徠,2001/03/21,2.193
1806 冠軍,2001/03/21,6.4286
1808 潤隆,2001/03/21,0
1809 中釉,2001/03/21,6.9652
1810 和成,2001/03/21,6.7961
1903 士紙,2001/03/21,0.5222
1904 正隆,2001/03/21,-1.9355
1905 華紙,2001/03/21,-1.6529
1906 寶隆,2001/03/21,0.6515
1907 永豐餘,2001/03/21,-1.0417
1909 榮成,2001/03/21,0
2002 中鋼,2001/03/21,0.9901
2006 東和鋼鐵,2001/03/21,0.4484
2007 燁興,2001/03/21,-0.6849
2008 高興昌,2001/03/21,-2.1598
2009 第一銅,2001/03/21,0.9434
2010 春源,2001/03/21,0.5525
2012 春雨,2001/03/21,0
2013 中鋼構,2001/03/21,-1.8868
2014 中鴻,2001/03/21,0
2015 豐興,2001/03/21,-0.5682
2017 官田鋼,2001/03/21,0.3774
2020 美亞,2001/03/21,6.6225
2022 聚亨,2001/03/21,-4.5093
2023 燁輝,2001/03/21,-2.2059
2024 志聯,2001/03/21,-1.3216
2025 千興,2001/03/21,2.0513
2027 大成鋼,2001/03/21,0
2028 威致,2001/03/21,-2.7149
2029 盛餘,2001/03/21,1.3158
2030 彰源,2001/03/21,-0.9009
2031 新光鋼,2001/03/21,0
2032 新鋼,2001/03/21,-1.5707
2033 佳大,2001/03/21,0
2034 允強,2001/03/21,0
2102 泰豐,2001/03/21,0.5714
2103 台橡,2001/03/21,0.2033
2104 國際中橡,2001/03/21,0
2105 正新,2001/03/21,4.1667
2106 建大,2001/03/21,6.8027
2107 厚生,2001/03/21,-2.454
2108 南帝,2001/03/21,0.4673
2109 華豐,2001/03/21,2.8846
2201 裕隆,2001/03/21,0.4831
2204 中華,2001/03/21,1.5385
2206 三陽工業,2001/03/21,-0.5376
2207 和泰車,2001/03/21,0
2301 光寶科,2001/03/21,0.9615
2302 麗正,2001/03/21,1.087
2303 聯電,2001/03/21,0
2305 全友,2001/03/21,6.8421
2308 台達電,2001/03/21,0
2312 金寶,2001/03/21,2.4194
2313 華通,2001/03/21,-1.626
2314 台揚,2001/03/21,-3.2787
2316 楠梓電,2001/03/21,6.8966
2317 鴻海,2001/03/21,-2.4876
2321 東訊,2001/03/21,-3.1332
2323 中環,2001/03/21,2.7523
2324 仁寶,2001/03/21,3.8835
2327 國巨,2001/03/21,2.1077
2328 廣宇,2001/03/21,-1.4706
2329 華泰,2001/03/21,0.3731
2330 台積電,2001/03/21,-1.1628
2331 精英,2001/03/21,2.4845
2332 友訊,2001/03/21,-1
2337 旺宏,2001/03/21,-0.4115
2338 光罩,2001/03/21,3.3473
2340 光磊,2001/03/21,3.321
2342 茂矽,2001/03/21,1.7094
2344 華邦電,2001/03/21,0.7692
2345 智邦,2001/03/21,0
2347 聯強,2001/03/21,-2.8777
2348 海悅,2001/03/21,1.3699
2349 錸德,2001/03/21,1.2195
2351 順德,2001/03/21,0
2352 佳世達,2001/03/21,0.9756
2353 宏碁,2001/03/21,-1.4925
2354 鴻準,2001/03/21,-5.5556
2355 敬鵬,2001/03/21,1.0638
2356 英業達,2001/03/21,0.7673
2357 華碩,2001/03/21,-4.0698
2358 廷鑫,2001/03/21,-3.4247
2359 所羅門,2001/03/21,0.8097
2360 致茂,2001/03/21,-2.7363
2362 藍天,2001/03/21,6.9597
2363 矽統,2001/03/21,-3.1746
2364 倫飛,2001/03/21,6.6667
2365 昆盈,2001/03/21,2.0772
2367 燿華,2001/03/21,0
2368 金像電,2001/03/21,-2.1978
2369 菱生,2001/03/21,0
2371 大同,2001/03/21,0.7752
2373 震旦行,2001/03/21,0.9317
2374 佳能,2001/03/21,1.2048
2375 凱美,2001/03/21,6.3545
2376 技嘉,2001/03/21,1.005
2377 微星,2001/03/21,0
2379 瑞昱,2001/03/21,-6.4865
2380 虹光,2001/03/21,-1.6043
2382 廣達,2001/03/21,3.1111
2383 台光電,2001/03/21,-1.4388
2385 群光,2001/03/21,1.5686
2387 精元,2001/03/21,-0.2924
2388 威盛,2001/03/21,0
2390 云辰,2001/03/21,-0.813
2392 正崴,2001/03/21,1.2739
2393 億光,2001/03/21,0
2395 研華,2001/03/21,-1.5152
2397 友通,2001/03/21,-3.6697
2399 映泰,2001/03/21,5.042
2401 凌陽,2001/03/21,-2.2989
2402 毅嘉,2001/03/21,-1.676
2404 漢唐,2001/03/21,-0.5634
2405 浩鑫,2001/03/21,0.6494
2406 國碩,2001/03/21,3.8997
2408 南亞科,2001/03/21,4.8338
2409 友達,2001/03/21,1.6447
2412 中華電,2001/03/21,-2.3622
2413 環科,2001/03/21,-1.0811
2414 精技,2001/03/21,-2.0833
2415 錩新,2001/03/21,2.8571
2417 圓剛,2001/03/21,6.7961
2419 仲琦,2001/03/21,-3.2609
2420 新巨,2001/03/21,-1.1583
2421 建準,2001/03/21,6.8536
2423 固緯,2001/03/21,2.7451
2424 隴華,2001/03/21,4.4025
2425 承啟,2001/03/21,2.8689
2426 鼎元,2001/03/21,4.6429
2427 三商電,2001/03/21,0.9434
2428 興勤,2001/03/21,-1.0067
2429 銘旺科,2001/03/21,0.6211
2430 燦坤,2001/03/21,6.7227
2431 聯昌,2001/03/21,6.5934
2433 互盛電,2001/03/21,-1.107
2434 統懋,2001/03/21,0.8621
2436 偉詮電,2001/03/21,-2.9412
2438 翔耀,2001/03/21,-1.2712
2439 美律,2001/03/21,0
2440 太空梭,2001/03/21,2.7907
2441 超豐,2001/03/21,-0.4
2442 新美齊,2001/03/21,-1.2097
2443 億麗,2001/03/21,6.7358
2444 兆勁,2001/03/21,-4.6392
2457 飛宏,2001/03/21,4.4643
2458 義隆,2001/03/21,0
2459 敦吉,2001/03/21,-0.6135
2460 建通,2001/03/21,0.3788
2461 光群雷,2001/03/21,-1.8307
2462 良得電,2001/03/21,3.8596
2464 盟立,2001/03/21,6.4286
2465 麗臺,2001/03/21,6.9444
2466 冠西電,2001/03/21,1.9074
2467 志聖,2001/03/21,0
2468 華經,2001/03/21,2.1739
2471 資通,2001/03/21,1.5666
2472 立隆電,2001/03/21,-1.1111
2474 可成,2001/03/21,6.087
2476 鉅祥,2001/03/21,1.4925
2477 美隆電,2001/03/21,0.5556
2478 大毅,2001/03/21,-0.6711
2480 敦陽科,2001/03/21,-1.6461
2481 強茂,2001/03/21,0.6667
2482 連宇,2001/03/21,1.6064
2483 百容,2001/03/21,0
2484 希華,2001/03/21,-2.2472
2485 兆赫,2001/03/21,0
2486 一詮,2001/03/21,2.8169
2488 漢平,2001/03/21,-0.8772
2489 瑞軒,2001/03/21,-3.9906
2491 吉祥全,2001/03/21,-0.6623
2492 華新科,2001/03/21,5.8824
2501 國建,2001/03/21,-1.7442
2504 國產,2001/03/21,-2.381
2505 國揚,2001/03/21,-3.0435
2506 太設,2001/03/21,-3.7383
2509 全坤建,2001/03/21,-3.2
2511 太子,2001/03/21,-0.2577
2514 龍邦,2001/03/21,-5.5556
2515 中工,2001/03/21,-6.1538
2516 新建,2001/03/21,-1.9417
2520 冠德,2001/03/21,-0.4255
2524 京城,2001/03/21,-2.0619
2527 宏璟,2001/03/21,1.626
2528 皇普,2001/03/21,-3.2967
2530 華建,2001/03/21,-1.4634
2534 宏盛,2001/03/21,-0.4255
2535 達欣工,2001/03/21,-1.4706
2536 宏普,2001/03/21,-2.8571
2537 聯上發,2001/03/21,-0.8475
2538 基泰,2001/03/21,-4.4304
2539 櫻花建,2001/03/21,-2.5641
2540 愛山林,2001/03/21,-6.4885
2542 興富發,2001/03/21,-3.3505
2543 皇昌,2001/03/21,-2.5424
2545 皇翔,2001/03/21,-2.9228
2546 根基,2001/03/21,-3.5461
2547 日勝生,2001/03/21,6.6667
2548 華固,2001/03/21,0
2601 益航,2001/03/21,0.3165
2603 長榮,2001/03/21,-0.5025
2605 新興,2001/03/21,-1.2987
2606 裕民,2001/03/21,0.5525
2607 榮運,2001/03/21,0.7752
2608 嘉里大榮,2001/03/21,-1
2609 陽明,2001/03/21,-4.2735
2610 華航,2001/03/21,0.5376
2611 志信,2001/03/21,-0.6494
2612 中航,2001/03/21,1.6129
2613 中櫃,2001/03/21,-1.4706
2614 東森,2001/03/21,-1.8692
2615 萬海,2001/03/21,0.5682
2616 山隆,2001/03/21,-1.0753
2617 台航,2001/03/21,-0.641
2618 長榮航,2001/03/21,-0.3922
2701 萬企,2001/03/21,0.3759
2702 華園,2001/03/21,-1.7857
2704 國賓,2001/03/21,0
2705 六福,2001/03/21,-1.1494
2706 第一店,2001/03/21,0
2707 晶華,2001/03/21,0
2801 彰銀,2001/03/21,2.551
2809 京城銀,2001/03/21,1.9608
2812 台中銀,2001/03/21,0.9112
2816 旺旺保,2001/03/21,0
2820 華票,2001/03/21,-2.439
2823 中壽,2001/03/21,-0.5405
2832 台產,2001/03/21,0.6579
2834 臺企銀,2001/03/21,0
2836 高雄銀,2001/03/21,-1.3793
2838 聯邦銀,2001/03/21,0
2841 台開,2001/03/21,2.4793
2845 遠東銀,2001/03/21,-1.6
2849 安泰銀,2001/03/21,1.6949
2850 新產,2001/03/21,-0.7407
2851 中再保,2001/03/21,-1.087
2852 第一保,2001/03/21,-0.9901
2855 統一證,2001/03/21,1.1696
2901 欣欣,2001/03/21,0
2903 遠百,2001/03/21,-0.4545
2904 匯僑,2001/03/21,4.7368
2905 三商,2001/03/21,-2.2727
2906 高林,2001/03/21,-1.4706
2908 特力,2001/03/21,0.8511
2910 統領,2001/03/21,0
2911 麗嬰房,2001/03/21,6.7265
2912 統一超,2001/03/21,1.5789
2913 農林,2001/03/21,-1.5038
2915 潤泰全,2001/03/21,-1.227
3002 歐格,2001/03/21,0
3010 華立,2001/03/21,-3.1915
3011 今皓,2001/03/21,0.3077
3018 同開,2001/03/21,1.0526
3019 亞光,2001/03/21,1.3937
3021 鴻名,2001/03/21,-3.211
3024 憶聲,2001/03/21,-1.5544
3025 星通,2001/03/21,1.6949
3026 禾伸堂,2001/03/21,-1.4652
3027 盛達,2001/03/21,-1.8405
3028 增你強,2001/03/21,-1.875
3029 零壹,2001/03/21,2.0316
3030 德律,2001/03/21,6.8966
3033 威健,2001/03/21,-3.0864
3035 智原,2001/03/21,-1.5326
3036 文曄,2001/03/21,3.3333
3037 欣興,2001/03/21,7
3040 遠見,2001/03/21,0
3041 揚智,2001/03/21,4.386
3042 晶技,2001/03/21,6.1404
3044 健鼎,2001/03/21,0
3045 台灣大,2001/03/21,-1.8519
3046 建碁,2001/03/21,-2.0408
3047 訊舟,2001/03/21,6.7873
3052 夆典,2001/03/21,0
4306 炎洲,2001/03/21,-2.1739
4414 如興,2001/03/21,2.6316
4526 東台,2001/03/21,2.9724
4720 德淵,2001/03/21,6.7961
5007 三星,2001/03/21,-0.5952
5203 訊連,2001/03/21,-0.8163
5388 中磊,2001/03/21,-2.6217
5434 崇越,2001/03/21,-2.8846
5469 瀚宇博,2001/03/21,-1.8634
5471 松翰,2001/03/21,-3.0769
5484 慧友,2001/03/21,6.7797
5515 建國,2001/03/21,-2.4
5519 隆大,2001/03/21,-1.2987
5521 工信,2001/03/21,-4.451
5522 遠雄,2001/03/21,-0.5405
5525 順天,2001/03/21,0
5607 遠雄港,2001/03/21,0.3268
6005 群益證,2001/03/21,-1.087
6141 柏承,2001/03/21,0
6183 關貿,2001/03/21,-2.3256
6191 精成科,2001/03/21,-0.2532
8926 台汽電,2001/03/21,-1.2987
9902 台火,2001/03/21,-1.6949
9904 寶成,2001/03/21,3.1546
9905 大華,2001/03/21,4.6875
9906 欣巴巴,2001/03/21,1.7647
9907 統一實,2001/03/21,6.2992
9908 大台北,2001/03/21,0.3344
9910 豐泰,2001/03/21,2.8926
9911 櫻花,2001/03/21,6.6914
9912 偉聯,2001/03/21,0.813
9914 美利達,2001/03/21,6.1538
9917 中保科,2001/03/21,0.5263
9918 欣天然,2001/03/21,-1.4388
9919 康那香,2001/03/21,4.2254
9921 巨大,2001/03/21,6.8627
9924 福興,2001/03/21,6.8182
9925 新保,2001/03/21,0.7605
9926 新海,2001/03/21,-1.4925
9927 泰銘,2001/03/21,6.4327
9928 中視,2001/03/21,0.5495
9929 秋雨,2001/03/21,3.8869
9930 中聯資源,2001/03/21,-0.7519
9931 欣高,2001/03/21,-5.814
9933 中鼎,2001/03/21,-0.6452
9934 成霖,2001/03/21,6.6079
9935 慶豐富,2001/03/21,-0.9434
9937 全國,2001/03/21,6.6667
9938 百和,2001/03/21,1.6867
9939 宏全,2001/03/21,0.8696
9940 信義,2001/03/21,-6.7358
9941 裕融,2001/03/21,0.4211
9943 好樂迪,2001/03/21,-0.7792
9944 新麗,2001/03/21,-0.2353
9945 潤泰新,2001/03/21,-1.8868
Y9999 加權指數,2001/03/20,0.0144
1101 台泥,2001/03/20,-1.2903
1102 亞泥,2001/03/20,-0.6579
1103 嘉泥,2001/03/20,-1.9231
1104 環泥,2001/03/20,-0.8065
1108 幸福,2001/03/20,0
1109 信大,2001/03/20,-1.7241
1110 東泥,2001/03/20,0.8621
1201 味全,2001/03/20,6.7227
1203 味王,2001/03/20,0
1210 大成,2001/03/20,0
1213 大飲,2001/03/20,3.5714
1215 卜蜂,2001/03/20,-0.8547
1216 統一,2001/03/20,-1.0526
1217 愛之味,2001/03/20,0
1218 泰山,2001/03/20,0.8772
1219 福壽,2001/03/20,-0.2041
1220 台榮,2001/03/20,-1.5625
1225 福懋油,2001/03/20,-6.5
1227 佳格,2001/03/20,-0.8811
1229 聯華,2001/03/20,-0.5376
1231 聯華食,2001/03/20,-1.0204
1232 大統益,2001/03/20,0
1233 天仁,2001/03/20,-1.4085
1234 黑松,2001/03/20,-0.6579
1235 興泰,2001/03/20,1
1236 宏亞,2001/03/20,-5.0228
1301 台塑,2001/03/20,-0.6522
1303 南亞,2001/03/20,-1.5228
1304 台聚,2001/03/20,-1.1364
